Customer Name,SurveyID for external use (e.g. tech support),Club's Name,Social Media Source,Creation Date,Comment,Overall Score
**,w9nzb1oegfqy7hdc8b13juze,New York Clinic,Google Reviews,03/26/24 05:27,"Waiting times were too long, had to wait over an hour past my scheduled time.",4
**,uq8306doofdls87s3gafkv1w,Cambridge Leisure Park,Facebook,03/15/24 14:34,"Waiting times were too long, had to wait over an hour past my scheduled time.",4
**,ou961i7wm571461xtw94e1xp,Birmingham Wellness,Google Reviews,08/04/25 20:57,Nurse was extremely friendly and made me feel comfortable during the procedure.,2
**,ixkfliabqi5mw4g9wz1y5ecw,New York Clinic,Google Reviews,04/12/25 05:22,Prices for the consultation were too high compared to other clinics.,5
**,wp04q6lrhe5q60z38v99uain,Leeds City Centre North,Google Reviews,09/22/25 20:17,Doctor specialized in cardiology and provided detailed advice for my condition.,1
**,46r5dg4iaiecatvynm7r1r41,Cheshunt Brookfield Shopping Park,Instagram,10/20/25 02:03,"Treatment quality was exceptional, the doctor explained every step clearly.",4
**,utdmvwllj4xblt9h6779o74f,Los Angeles Center,Instagram,10/23/24 15:21,"Communication was clear and timely, received all updates via SMS and email.",2
**,zj73fkg68uy1ua1jri72iciu,Dallas Care,Google Reviews,06/17/24 09:15,Prices for the consultation were too high compared to other clinics.,4
**,3foytx7d2uk8bydcz634xxwi,Dallas Care,Facebook,07/05/24 23:58,Nurse was extremely friendly and made me feel comfortable during the procedure.,5
**,pv7vwe8riwwqij1qdf1wbi7f,Dallas Care,Twitter,03/13/24 05:17,"Communication was clear and timely, received all updates via SMS and email.",3
**,o66q3qn3qus39gwb3l4p6rt9,London Holborn,Twitter,05/30/25 20:56,"Nurse was rude and dismissive, barely answered my questions.",3
**,ie7aedlilnllqr5ntk5gncpn,London Holborn,Instagram,05/28/24 22:54,Nurse was extremely friendly and made me feel comfortable during the procedure.,5
**,eaxbhd6ouu3o7ez8nejstqln,Liverpool Care Center,Twitter,07/22/24 23:34,"Parking was a nightmare, spent 30 minutes looking for a spot before my appointment.",5
**,hrxit9qu1wp0b2b6nxhd5kd5,New York Clinic,Facebook,05/10/25 16:34,"Nurse was rude and dismissive, barely answered my questions.",2
**,207x77noyznb7elqgff2ahs8,London Holborn,Facebook,02/27/24 19:51,Doctor specialized in cardiology and provided detailed advice for my condition.,4
**,8xo9a7to4j9m4g2rnet1jpzg,Manchester Health Hub,Twitter,06/17/24 02:49,Prices for the consultation were too high compared to other clinics.,3
**,m93jr78lm9b3e6ondwyupfih,London Holborn,Facebook,06/18/24 00:40,"Waiting time was minimal, I was seen within 10 minutes of arrival.",4
**,kwjma67af17bc13l06pf3tj5,Chicago Health Hub,Instagram,01/08/24 21:11,"Nurse was rude and dismissive, barely answered my questions.",3
**,798mvjsvaftwby5q2g85bt5j,Birmingham Wellness,Twitter,08/01/25 09:09,Nurse was extremely friendly and made me feel comfortable during the procedure.,2
**,2bnuw875zglv4bbdjeadw6ap,Chicago Health Hub,Instagram,10/27/25 04:20,"Waiting times were too long, had to wait over an hour past my scheduled time.",5
**,p1ok8nt2ks10o1uyyx0xx8nq,Miami Wellness,Twitter,09/05/24 05:03,"Treatment quality was exceptional, the doctor explained every step clearly.",1
**,qj2d6rumcea0ibksoykrns2p,Liverpool Care Center,Twitter,09/30/25 13:15,"Nurse was rude and dismissive, barely answered my questions.",5
**,7ylx91mj6ela7wf6164rey1v,Birmingham Wellness,Instagram,08/31/25 18:56,"Hospital cleanliness was impressive, everything looked spotless and sanitized.",4
**,31jxjarvlrlatt185js1y34z,Chicago Health Hub,Google Reviews,01/28/25 14:47,"Communication was clear and timely, received all updates via SMS and email.",5
**,xmn1tqf7daygn6uro444wsio,Manchester Health Hub,Facebook,12/16/24 20:23,"Waiting times were too long, had to wait over an hour past my scheduled time.",4
**,ky13bvpsazssk8elolujc8jg,Miami Wellness,Google Reviews,10/17/24 17:25,"Treatment quality was exceptional, the doctor explained every step clearly.",4
**,f4tqmx7r4hp2zlvgt9fppnag,Los Angeles Center,Instagram,05/11/25 12:09,Doctor specialized in cardiology and provided detailed advice for my condition.,1
**,rbwfy105h9ylz0fgcorse8v1,Liverpool Care Center,Google Reviews,06/30/24 15:43,Doctor specialized in cardiology and provided detailed advice for my condition.,1
**,yczlu4zlvjgxgoynm3hb5fbj,Cambridge Leisure Park,Twitter,10/05/25 16:47,"Parking was a nightmare, spent 30 minutes looking for a spot before my appointment.",3
**,17dblzoz3p4xyk0diej3ic1y,Miami Wellness,Twitter,04/30/24 05:30,"Waiting times were too long, had to wait over an hour past my scheduled time.",2
**,1frmi2nzihc9jfmftelcseky,Cambridge Leisure Park,Instagram,10/26/25 23:47,"Parking was a nightmare, spent 30 minutes looking for a spot before my appointment.",1
**,2bx4vqyp7ndjiu3701yvx1mt,Birmingham Wellness,Twitter,07/27/24 13:34,"Parking was a nightmare, spent 30 minutes looking for a spot before my appointment.",3
**,3lrnilfoipwjydnteanpr469,London Holborn,Google Reviews,10/12/25 15:13,"Waiting time was minimal, I was seen within 10 minutes of arrival.",1
**,mk1pn2l2b489q0387i13keyy,Chicago Health Hub,Twitter,01/12/25 09:51,Nurse was extremely friendly and made me feel comfortable during the procedure.,2
**,ickixq2jd8ap3nn2tbn4cc49,Chicago Health Hub,Instagram,01/10/25 12:38,"Hospital cleanliness was impressive, everything looked spotless and sanitized.",1
**,iqe09sxetak18kmryx4oz23d,Cambridge Leisure Park,Instagram,11/16/24 06:13,"Hospital cleanliness was impressive, everything looked spotless and sanitized.",3
**,386jlvialn62tqocw69zd0td,Leeds City Centre North,Instagram,01/08/24 22:58,Nurse was extremely friendly and made me feel comfortable during the procedure.,4
**,cvibq09vzocxs0pak83ak7jl,Leeds City Centre North,Google Reviews,10/27/24 12:28,"Treatment quality was exceptional, the doctor explained every step clearly.",5
**,u07x0xjenakzt8yt9vn4br55,Manchester Health Hub,Facebook,01/14/25 04:38,"Waiting time was minimal, I was seen within 10 minutes of arrival.",1
**,wirwj9csfw4huic66yahdqor,New York Clinic,Instagram,08/07/24 13:45,"Waiting time was minimal, I was seen within 10 minutes of arrival.",2
**,06n2vhscjsztsg5jsx32invg,Los Angeles Center,Google Reviews,08/11/25 13:20,"Hospital cleanliness was impressive, everything looked spotless and sanitized.",1
**,x3onayizwkg9envax6meekhg,New York Clinic,Google Reviews,09/08/25 21:03,"Parking was a nightmare, spent 30 minutes looking for a spot before my appointment.",5
**,sk9zcjlz9ers2hyow6bkjx2v,Cheshunt Brookfield Shopping Park,Facebook,09/04/25 10:14,Doctor specialized in cardiology and provided detailed advice for my condition.,4
**,82bm889oerucc2prk0w0rv6w,Cambridge Leisure Park,Twitter,09/19/24 11:26,"Nurse was rude and dismissive, barely answered my questions.",4
**,j0iyjzic7iqkf0dhucr6d4mv,New York Clinic,Google Reviews,05/01/25 15:10,"Waiting time was minimal, I was seen within 10 minutes of arrival.",1
**,aakej9zf1vnpo80k9fiohnv9,Cheshunt Brookfield Shopping Park,Instagram,10/25/24 03:37,"Waiting time was minimal, I was seen within 10 minutes of arrival.",1
**,qen9gtva58qm3i1ps7gqc6le,Dallas Care,Google Reviews,08/01/24 23:46,"Waiting time was minimal, I was seen within 10 minutes of arrival.",1
**,tf9ms7l8l51zg7e01qidya12,Liverpool Care Center,Twitter,12/11/24 13:59,Nurse was extremely friendly and made me feel comfortable during the procedure.,4
**,k3a2gvhkhcl5ijqp1tgpmjai,Cheshunt Brookfield Shopping Park,Twitter,01/30/25 16:59,"Communication was clear and timely, received all updates via SMS and email.",4
**,ibk6afy8os7clsowpue0t9mt,Dallas Care,Twitter,10/03/24 15:45,"Waiting times were too long, had to wait over an hour past my scheduled time.",2
**,bi8kyhc1n6fhg2j660qphebq,New York Clinic,Instagram,01/04/25 13:23,Doctor specialized in cardiology and provided detailed advice for my condition.,3
**,a2966de5hvrbn3eg2e3k1toq,Liverpool Care Center,Google Reviews,06/29/24 22:26,"Treatment quality was exceptional, the doctor explained every step clearly.",1
**,oumb09r7dpssfu2itzqoyvx9,Manchester Health Hub,Twitter,10/06/24 11:53,"Hospital cleanliness was impressive, everything looked spotless and sanitized.",1
**,dsen8iuc1nng0idmzvjjpak9,Miami Wellness,Twitter,04/15/25 23:02,"Waiting times were too long, had to wait over an hour past my scheduled time.",5
**,rvhvz35vv13fjzvuk21v3gxy,Chicago Health Hub,Facebook,01/20/25 20:09,"Treatment quality was exceptional, the doctor explained every step clearly.",2
**,a1lfdd65j69lhbl65ragegqo,Leeds City Centre North,Google Reviews,12/29/24 08:16,Doctor specialized in cardiology and provided detailed advice for my condition.,3
**,zl7yi1ailskvl3y4uw9p44ne,Liverpool Care Center,Instagram,02/10/25 06:07,"Treatment quality was exceptional, the doctor explained every step clearly.",2
**,a188hu0d1exp1mhvapnet4ll,Birmingham Wellness,Facebook,05/29/24 08:04,"Hospital cleanliness was impressive, everything looked spotless and sanitized.",4
**,367bd693nk9nxsajyzzri17c,Cambridge Leisure Park,Instagram,06/18/24 03:34,"Waiting times were too long, had to wait over an hour past my scheduled time.",4
**,fxb9b6a8y4c2tlil09ak41oh,Leeds City Centre North,Instagram,08/01/25 09:54,"Treatment quality was exceptional, the doctor explained every step clearly.",4
**,h7wvp0yjqn9t0h4b1uh4oug5,Miami Wellness,Instagram,02/02/24 10:10,Nurse was extremely friendly and made me feel comfortable during the procedure.,4
**,dm9z1ktikhlht9d4srfsr6ht,Manchester Health Hub,Google Reviews,12/02/24 15:58,"Treatment quality was exceptional, the doctor explained every step clearly.",4
**,7docq8gtkcshlf9a4dxykd0g,Cambridge Leisure Park,Twitter,08/09/24 05:44,"Parking was a nightmare, spent 30 minutes looking for a spot before my appointment.",3
**,lk2c7igux57wp3dj2phtu8em,London Holborn,Google Reviews,02/17/25 08:53,"Waiting times were too long, had to wait over an hour past my scheduled time.",2
**,3m0waoq52arrcddqp2cm9dzz,Liverpool Care Center,Twitter,02/04/24 16:09,"Waiting time was minimal, I was seen within 10 minutes of arrival.",1
**,z7hwnj6kcy3cxwojpmguz3j4,Liverpool Care Center,Facebook,04/28/24 20:25,"Treatment quality was exceptional, the doctor explained every step clearly.",5
**,7p0azbw7rfttj9v2s9d6tes9,Manchester Health Hub,Instagram,07/22/24 19:51,"Waiting times were too long, had to wait over an hour past my scheduled time.",1
**,07uc6ksk6eti4qcz9xzazvev,Dallas Care,Facebook,03/19/24 10:00,"Hospital cleanliness was impressive, everything looked spotless and sanitized.",4
**,dhwd0sq65ii04tduuriqwwco,Los Angeles Center,Facebook,06/30/25 17:04,"Waiting times were too long, had to wait over an hour past my scheduled time.",4
**,7vyedp5xdtjutthqjz863pa5,Manchester Health Hub,Facebook,03/05/24 10:23,"Waiting time was minimal, I was seen within 10 minutes of arrival.",1
**,25vq3zeve7p0qwul131r2c24,Liverpool Care Center,Google Reviews,07/08/25 06:35,"Communication was clear and timely, received all updates via SMS and email.",1
**,asrc9fz6bzr8ka9z2aedza7c,Liverpool Care Center,Facebook,09/12/24 01:58,Nurse was extremely friendly and made me feel comfortable during the procedure.,2
**,o0ebi9l4boimh0w298taxpux,Cambridge Leisure Park,Google Reviews,07/18/24 04:22,"Nurse was rude and dismissive, barely answered my questions.",1
**,geh6f4qlhz7p06yqm5n8wqkt,Dallas Care,Instagram,10/18/25 04:50,"Treatment quality was exceptional, the doctor explained every step clearly.",2
**,zdlacrlmol9fb9pqmymvi5l3,New York Clinic,Google Reviews,03/26/24 08:09,"Nurse was rude and dismissive, barely answered my questions.",3
**,q3hjotd40l1hs25vue1js1if,Miami Wellness,Twitter,06/22/24 01:40,"Waiting times were too long, had to wait over an hour past my scheduled time.",1
**,gom49seog71nuic4dyeshdx9,Dallas Care,Google Reviews,05/14/24 00:14,"Parking was a nightmare, spent 30 minutes looking for a spot before my appointment.",4
**,j2wjnas1mkmxjfv3nnjonurf,Los Angeles Center,Facebook,11/09/24 18:50,Prices for the consultation were too high compared to other clinics.,1
**,eajwac63pvvisd07ceqlzi4i,Cambridge Leisure Park,Facebook,05/12/25 22:44,"Waiting time was minimal, I was seen within 10 minutes of arrival.",5
**,685zgqdqck2msxwhlugvkgx3,Cheshunt Brookfield Shopping Park,Twitter,04/29/24 18:17,"Waiting time was minimal, I was seen within 10 minutes of arrival.",2
**,2f4t0r1jcbvj7yl8paowzrn1,Miami Wellness,Instagram,01/18/25 11:43,"Waiting times were too long, had to wait over an hour past my scheduled time.",1
**,qxfngbusw9iwvnga6j5vfits,Miami Wellness,Twitter,08/16/24 14:50,"Nurse was rude and dismissive, barely answered my questions.",1
**,ck601dnsogrrsth3d8bsquuc,Cheshunt Brookfield Shopping Park,Google Reviews,08/28/24 21:51,"Communication was clear and timely, received all updates via SMS and email.",3
**,ut3hbmxsr2xlendgdr5hkfii,Chicago Health Hub,Google Reviews,02/10/25 11:35,"Hospital cleanliness was impressive, everything looked spotless and sanitized.",2
**,a5lc5khywjkuvmfq8u1y83tc,Miami Wellness,Google Reviews,05/21/25 13:37,Prices for the consultation were too high compared to other clinics.,5
**,pqclfsxdfn6io8fasbxajtwj,Liverpool Care Center,Facebook,06/16/25 01:31,"Parking was a nightmare, spent 30 minutes looking for a spot before my appointment.",4
**,rjobfyzmusx7qvaeu28qcfw6,Birmingham Wellness,Instagram,02/18/25 10:52,"Parking was a nightmare, spent 30 minutes looking for a spot before my appointment.",3
**,6sysc3erzo1862byykm9vdyl,Miami Wellness,Facebook,02/17/25 09:51,"Treatment quality was exceptional, the doctor explained every step clearly.",2
**,2sgld96mzi8oc5qoaqinw88t,Cambridge Leisure Park,Instagram,12/12/24 15:45,"Parking was a nightmare, spent 30 minutes looking for a spot before my appointment.",2
**,wylyw27jsieeefhg1nptl86r,Los Angeles Center,Instagram,03/01/24 21:02,"Parking was a nightmare, spent 30 minutes looking for a spot before my appointment.",2
**,sidky9nz46301t6dkzuo6wnj,Liverpool Care Center,Twitter,08/14/25 18:52,Doctor specialized in cardiology and provided detailed advice for my condition.,5
**,7261a44cv1uxfgcx7wblq9i6,Cambridge Leisure Park,Google Reviews,10/16/25 16:06,"Waiting time was minimal, I was seen within 10 minutes of arrival.",2
**,p5lshmfkvxrsrxbh1tzovc8k,Cambridge Leisure Park,Google Reviews,12/28/24 05:55,"Parking was a nightmare, spent 30 minutes looking for a spot before my appointment.",4
**,8hp9r5x2xl91ijh5ca9gd29n,London Holborn,Twitter,09/12/25 05:11,"Hospital cleanliness was impressive, everything looked spotless and sanitized.",2
**,1weszhlv5n94khpsr3d02blt,Cambridge Leisure Park,Google Reviews,05/21/25 22:42,"Communication was clear and timely, received all updates via SMS and email.",4
**,owzb9jg7ezul4ctahegadkgm,Birmingham Wellness,Instagram,08/28/25 17:58,Prices for the consultation were too high compared to other clinics.,4
**,005fmhd1k728779ozght4w4y,London Holborn,Twitter,02/04/24 00:32,"Waiting times were too long, had to wait over an hour past my scheduled time.",1
**,hr7aw6zi5h4ld3hy0xv32apy,Birmingham Wellness,Instagram,09/27/25 04:49,Doctor specialized in cardiology and provided detailed advice for my condition.,5
**,ytssz2erohivmrtf9vjdv7ol,Liverpool Care Center,Instagram,10/01/24 12:48,"Waiting time was minimal, I was seen within 10 minutes of arrival.",3
**,6laoktgcyx0yseov306kfb7b,Cambridge Leisure Park,Instagram,06/01/24 04:30,"Treatment quality was exceptional, the doctor explained every step clearly.",5
**,r2fm18nsazbmjjlj86583jla,London Holborn,Twitter,12/18/24 00:33,"Waiting times were too long, had to wait over an hour past my scheduled time.",1
**,zua7501q68xn7mf57ija1rka,Miami Wellness,Facebook,04/01/25 16:30,"Parking was a nightmare, spent 30 minutes looking for a spot before my appointment.",2
**,phkeg1tfd8wbpccls10o0ahf,Liverpool Care Center,Instagram,05/17/24 19:26,Nurse was extremely friendly and made me feel comfortable during the procedure.,5
**,rqimd6uswldbesfah8bm2iw0,London Holborn,Facebook,10/20/25 10:30,Prices for the consultation were too high compared to other clinics.,2
**,63iht42gqwexju3counk3kdd,Cambridge Leisure Park,Google Reviews,09/23/24 18:40,"Communication was clear and timely, received all updates via SMS and email.",5
**,643w5t27lcpqlku0x1uhke0y,Cambridge Leisure Park,Facebook,08/08/24 00:00,"Parking was a nightmare, spent 30 minutes looking for a spot before my appointment.",2
**,sgbid4qqpejtsbu2pn8faher,Leeds City Centre North,Twitter,08/15/24 11:08,Prices for the consultation were too high compared to other clinics.,3
**,g6osormgce53wy1lhcr99qvx,Manchester Health Hub,Twitter,04/12/24 20:54,"Hospital cleanliness was impressive, everything looked spotless and sanitized.",1
**,fhyq60t0pgm5tufevzsvpmle,London Holborn,Instagram,02/09/25 11:23,"Hospital cleanliness was impressive, everything looked spotless and sanitized.",5
**,nit0pb4oxolkd5h6kyvx2o13,New York Clinic,Twitter,04/03/25 11:53,"Communication was clear and timely, received all updates via SMS and email.",1
**,2v55p34ebzw20oyjzj30uzno,Leeds City Centre North,Twitter,02/13/25 05:29,Nurse was extremely friendly and made me feel comfortable during the procedure.,1
**,zn8tznzea3ub0c6jgv2ikmmd,Dallas Care,Twitter,08/29/25 02:53,"Treatment quality was exceptional, the doctor explained every step clearly.",4
**,mys6cnm4gbt41pq5alfjv4jc,New York Clinic,Twitter,10/20/25 22:39,"Hospital cleanliness was impressive, everything looked spotless and sanitized.",5
**,kt3he7b6sc04zn7daribo87y,Miami Wellness,Facebook,09/09/25 17:04,"Waiting time was minimal, I was seen within 10 minutes of arrival.",5
**,bhl2lwwwaj26783jljshw80z,Miami Wellness,Facebook,02/13/25 18:35,Doctor specialized in cardiology and provided detailed advice for my condition.,1
**,laxfyozy0kaqusrx34p8qiko,Chicago Health Hub,Instagram,09/24/24 20:42,"Treatment quality was exceptional, the doctor explained every step clearly.",1
**,zj6berj378g0h21pmep88lcx,Miami Wellness,Instagram,10/11/24 22:14,"Treatment quality was exceptional, the doctor explained every step clearly.",4
**,txcyv8hfxly3gsjw37y1n7ij,Chicago Health Hub,Twitter,07/10/25 01:36,"Waiting time was minimal, I was seen within 10 minutes of arrival.",2
**,42dro12ieor92vmxbvtlaq71,Cambridge Leisure Park,Instagram,05/07/25 05:34,"Waiting time was minimal, I was seen within 10 minutes of arrival.",3
**,s8s4hpi7az6yrn05s3snylii,Birmingham Wellness,Facebook,01/22/25 12:39,"Waiting time was minimal, I was seen within 10 minutes of arrival.",2
**,eimbok1mn7x9np1ysq8tkq77,New York Clinic,Instagram,09/09/24 05:46,"Nurse was rude and dismissive, barely answered my questions.",4
**,suf3lkwddbhc6r6jo59plqq5,London Holborn,Facebook,04/13/25 16:13,"Waiting times were too long, had to wait over an hour past my scheduled time.",5
**,dxlk55vfqjb5fxgpasyo4d7i,Cambridge Leisure Park,Instagram,02/13/24 09:43,Nurse was extremely friendly and made me feel comfortable during the procedure.,4
**,nn8mg9xgiu52aia944dhym9k,Dallas Care,Instagram,07/31/24 23:49,Doctor specialized in cardiology and provided detailed advice for my condition.,4
**,ad805uf1i9lyod39yi66w49q,Miami Wellness,Facebook,08/06/24 19:11,"Waiting times were too long, had to wait over an hour past my scheduled time.",2
**,ikvdcd5grbtvf5lyo4ank6vj,Liverpool Care Center,Twitter,10/01/24 08:53,"Treatment quality was exceptional, the doctor explained every step clearly.",4
**,8bgtfrnt5r8qup3be8g2dyce,Liverpool Care Center,Twitter,09/27/25 00:09,Nurse was extremely friendly and made me feel comfortable during the procedure.,4
**,q9cj60c9hsewaedk4mces9s2,New York Clinic,Twitter,12/27/24 19:52,"Communication was clear and timely, received all updates via SMS and email.",4
**,xsdib6afi8jgmg6nbowwmqct,Cheshunt Brookfield Shopping Park,Instagram,05/10/25 05:06,"Communication was clear and timely, received all updates via SMS and email.",1
**,834y05egls8ra2au5g1ds5f9,Cambridge Leisure Park,Facebook,04/05/25 18:53,"Parking was a nightmare, spent 30 minutes looking for a spot before my appointment.",1
**,572bxdhk7o10e5laacgt1r19,London Holborn,Google Reviews,07/30/24 00:16,"Waiting time was minimal, I was seen within 10 minutes of arrival.",3
**,3iq3d94hcdvtmc294jntv6hp,New York Clinic,Instagram,06/14/24 01:41,"Communication was clear and timely, received all updates via SMS and email.",3
**,d7ddxjmxmwm0r5p1sbhq6dtb,Cheshunt Brookfield Shopping Park,Facebook,09/20/24 02:45,"Communication was clear and timely, received all updates via SMS and email.",1
**,j1zx7jexn0san30mhgwhilfi,Dallas Care,Facebook,08/13/24 09:34,"Parking was a nightmare, spent 30 minutes looking for a spot before my appointment.",2
**,sm52c7yljbzb6dyuad8x2d9h,Dallas Care,Google Reviews,01/17/24 18:36,"Treatment quality was exceptional, the doctor explained every step clearly.",3
**,pcznym0c6l8x3psc11uui114,London Holborn,Facebook,05/29/24 11:42,"Communication was clear and timely, received all updates via SMS and email.",5
**,8ubg6t9pxva66l9yhfv1mgxh,Chicago Health Hub,Instagram,11/23/24 11:54,Doctor specialized in cardiology and provided detailed advice for my condition.,1
**,izwsh6ss1wxlvklpte0ss5d0,Cambridge Leisure Park,Facebook,08/06/25 14:10,"Nurse was rude and dismissive, barely answered my questions.",1
**,c3bc1qi9vxnejdocz2fsqioj,Dallas Care,Facebook,09/04/24 05:16,"Communication was clear and timely, received all updates via SMS and email.",5
**,a11fwr7ytvx2pjnadryex367,Chicago Health Hub,Twitter,09/14/25 20:30,"Waiting time was minimal, I was seen within 10 minutes of arrival.",1
**,zhd4qyyde7crgxf3bklc7qan,Manchester Health Hub,Instagram,01/04/24 21:31,"Waiting time was minimal, I was seen within 10 minutes of arrival.",2
**,9ca8c5adwnm4k8nydbq2b0vs,Liverpool Care Center,Twitter,05/26/24 05:40,Nurse was extremely friendly and made me feel comfortable during the procedure.,5
**,8xpw3h3cny73wgh0fazkxe2c,Cheshunt Brookfield Shopping Park,Twitter,06/22/24 00:54,"Waiting time was minimal, I was seen within 10 minutes of arrival.",2
**,g9vuztk66645ea3qebuwktz5,Leeds City Centre North,Twitter,04/08/25 01:02,"Nurse was rude and dismissive, barely answered my questions.",2
**,lrj9j9iv9do8txdvnoebbgg5,Los Angeles Center,Google Reviews,11/27/24 17:02,"Nurse was rude and dismissive, barely answered my questions.",3
**,h078m66002blj2vue7ii8gpf,London Holborn,Twitter,06/07/24 00:50,"Parking was a nightmare, spent 30 minutes looking for a spot before my appointment.",3
**,rl5v5vmyxpa88gm9lktb9hv9,Liverpool Care Center,Twitter,05/31/24 23:54,Prices for the consultation were too high compared to other clinics.,5
**,9syn8rwxu571fddev72t5uzv,Cambridge Leisure Park,Facebook,06/06/24 20:01,Prices for the consultation were too high compared to other clinics.,2
**,fz8g0q5ea2mu4i7znkg49mz7,Birmingham Wellness,Twitter,06/09/24 15:46,Doctor specialized in cardiology and provided detailed advice for my condition.,5
**,rqssrqjbkks4icp6k61z5jct,Birmingham Wellness,Instagram,02/28/25 16:00,Prices for the consultation were too high compared to other clinics.,3
**,37tb3uikn6udl6g26jcla64m,Liverpool Care Center,Facebook,04/16/25 11:32,"Hospital cleanliness was impressive, everything looked spotless and sanitized.",1
**,fp6rnta5esyacfbtslsf1ene,Dallas Care,Instagram,01/21/25 00:44,"Treatment quality was exceptional, the doctor explained every step clearly.",1
**,pdfc0godk51ifa856zifi1cq,Miami Wellness,Google Reviews,02/12/24 02:58,"Waiting times were too long, had to wait over an hour past my scheduled time.",4
**,0180lav8cfyi8kauyokcdapt,Chicago Health Hub,Twitter,04/22/24 11:16,"Treatment quality was exceptional, the doctor explained every step clearly.",1
**,kt99bsek4kpozjxy32sqsaz5,Cheshunt Brookfield Shopping Park,Instagram,12/05/24 22:54,"Parking was a nightmare, spent 30 minutes looking for a spot before my appointment.",3
**,fjvw1zif3n5b3nbhmlwbdqrg,Leeds City Centre North,Google Reviews,10/16/25 21:47,"Parking was a nightmare, spent 30 minutes looking for a spot before my appointment.",4
**,6hou3jget297wlxb074fi65e,Cheshunt Brookfield Shopping Park,Google Reviews,07/30/24 10:03,"Waiting time was minimal, I was seen within 10 minutes of arrival.",4
**,z7pbxeyxzuany8bvanlh0j38,Miami Wellness,Google Reviews,10/03/24 04:09,"Waiting times were too long, had to wait over an hour past my scheduled time.",2
**,ld60p5aol1d4pa42rkkfopap,New York Clinic,Instagram,06/01/25 09:36,"Waiting time was minimal, I was seen within 10 minutes of arrival.",1
**,up9yb1z3vnbkcbux8uhjb5qc,Leeds City Centre North,Google Reviews,12/04/24 07:12,"Parking was a nightmare, spent 30 minutes looking for a spot before my appointment.",5
**,ccou87af910ek1pdfjau86gr,Los Angeles Center,Facebook,02/03/25 09:15,"Waiting time was minimal, I was seen within 10 minutes of arrival.",2
**,40bl80h51x0dt5fxwcc03evb,London Holborn,Twitter,07/18/24 07:23,Nurse was extremely friendly and made me feel comfortable during the procedure.,4
**,ilyytwjmgvbhju84qbmyvfk9,Birmingham Wellness,Instagram,10/25/25 10:35,"Nurse was rude and dismissive, barely answered my questions.",3
**,f3l0vso09xi1mj2w9ktjaylh,Cheshunt Brookfield Shopping Park,Google Reviews,08/30/25 10:40,"Nurse was rude and dismissive, barely answered my questions.",5
**,hn27swi5cc8qyzic780z7yxc,Leeds City Centre North,Instagram,06/12/24 03:48,"Nurse was rude and dismissive, barely answered my questions.",5
**,ccjo7xc7srcpupgqzr8jtvgl,Miami Wellness,Instagram,12/25/24 11:29,"Nurse was rude and dismissive, barely answered my questions.",2
**,sdw65vdm67ls8ahnh6gnur2y,Liverpool Care Center,Facebook,06/15/24 10:45,Prices for the consultation were too high compared to other clinics.,5
**,kv0fk7o8siw5zdn5r3lttd3b,Dallas Care,Facebook,08/30/25 01:35,"Nurse was rude and dismissive, barely answered my questions.",4
**,s5otk0tk1lqgaw4er5g0eni5,Manchester Health Hub,Instagram,08/27/25 21:15,"Hospital cleanliness was impressive, everything looked spotless and sanitized.",4
**,96rxqo1lrk6tzsf7c9x6427n,Leeds City Centre North,Facebook,01/07/25 09:09,Prices for the consultation were too high compared to other clinics.,4
**,q513k830trz6h3p9smwgtkys,Dallas Care,Google Reviews,05/19/24 11:34,"Nurse was rude and dismissive, barely answered my questions.",2
**,286u2cz60e73dvh4neyj1pyx,Dallas Care,Twitter,08/18/25 06:20,"Hospital cleanliness was impressive, everything looked spotless and sanitized.",5
**,cgzzytilrfzjih7fylnaew92,New York Clinic,Facebook,10/17/25 23:20,"Waiting time was minimal, I was seen within 10 minutes of arrival.",1
**,ko4q5l14dh0zer8a2lg83dvx,New York Clinic,Instagram,12/10/24 03:13,"Nurse was rude and dismissive, barely answered my questions.",4
**,ds18ir5k1p648fyx98ld4vy2,Dallas Care,Facebook,01/22/25 16:59,"Hospital cleanliness was impressive, everything looked spotless and sanitized.",3
**,622s9o846xoq9m1gr0ahkipl,Los Angeles Center,Instagram,10/21/24 20:31,Nurse was extremely friendly and made me feel comfortable during the procedure.,2
**,yhu0m77l5gu1c6qlv9y007pv,Leeds City Centre North,Twitter,08/18/25 07:35,Prices for the consultation were too high compared to other clinics.,5
**,ltu6q09deby13b6svrfj50zl,Los Angeles Center,Facebook,08/17/24 17:17,"Communication was clear and timely, received all updates via SMS and email.",4
**,gtk32dojeshtmteia25f5xix,Birmingham Wellness,Instagram,05/04/24 14:24,Prices for the consultation were too high compared to other clinics.,1
**,i6d1wctb0dr6saqryzxu3oxs,Los Angeles Center,Google Reviews,04/25/24 18:58,Doctor specialized in cardiology and provided detailed advice for my condition.,1
**,76w43y54efqa8jd0dogtqnzu,Manchester Health Hub,Twitter,04/27/24 09:49,"Waiting time was minimal, I was seen within 10 minutes of arrival.",3
**,ztlo81xyd61l91njnvowmxsl,Miami Wellness,Google Reviews,12/03/24 16:41,Prices for the consultation were too high compared to other clinics.,3
**,8e4lzoxwo7198cks66c02vmr,Chicago Health Hub,Twitter,08/05/25 18:48,"Hospital cleanliness was impressive, everything looked spotless and sanitized.",5
